time, contactflag_LF, contactflag_RF, contactflag_LH, contactflag_RH, base_positionInWorld_x, base_positionInWorld_y, base_positionInWorld_z, base_euler_x, base_euler_y, base_euler_z, jointAngle_yaw, jointAngle_LH_HAA, jointAngle_LH_HFE, jointAngle_LH_KFE, jointAngle_RH_HAA, jointAngle_RH_HFE, jointAngle_RH_KFE, jointAngle_pitch, jointAngle_LF_HAA, jointAngle_LF_HFE, jointAngle_LF_KFE, jointAngle_RF_HAA, jointAngle_RF_HFE, jointAngle_RF_KFE
0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.34180229187011724, 0.0, 0.0, 0.03006093302137154, -0.026548301968245664, -0.09945907929392371, 0.2962187729842932, -0.92, 0.13245876795864356, 0.244719943169481, -0.92, -0.02660767665361649, 0.021381801946449737, 0.6337308939651326, -0.92, 0.16440026648187853, 0.5123646240607601, -0.92
0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.34180229187011724, 0.0, 0.0, 0.03006093302137154, -0.026548301968245664, -0.09945907929392371, 0.2962187729842932, -0.92, 0.13245876795864356, 0.244719943169481, -0.92, -0.02660767665361649, 0.021381801946449737, 0.6337308939651326, -0.92, 0.16440026648187853, 0.5123646240607601, -0.92
0.00116897271171145, 1.0, 1.0, 1.0, 1.0, 0.00010469118754069529, 0.0005750339602430662, 0.34188595493634544, 0.0, 0.0, 0.031009298691889297, -0.025324220335847164, -0.09943949362425233, 0.29592403548626295, -0.92, 0.13208130303035498, 0.24503642866080422, -0.92, -0.026610763789962043, 0.020159147287467663, 0.6337094617527075, -0.92, 0.163167419391209, 0.5123336662411, -0.92
0.0023379454234229, 1.0, 1.0, 1.0, 1.0, 0.00020938237508139057, 0.0011500679204861325, 0.3419696180025737, 0.0, 0.0, 0.03195766436240705, -0.02410013870344866, -0.09941990795458096, 0.2956292979882327, -0.92, 0.1317038381020664, 0.24535291415212743, -0.92, -0.026613850926307595, 0.018936492628485586, 0.6336880295402822, -0.92, 0.16193457230053943, 0.5123027084214398, -0.92
0.0035069181351343503, 1.0, 1.0, 1.0, 1.0, 0.00031407356262208586, 0.0017251018807291987, 0.34205328106880195, 0.0, 0.0, 0.032906030032924805, -0.022876057071050157, -0.09940032228490958, 0.29533456049020246, -0.92, 0.13132637317377782, 0.24566939964345064, -0.92, -0.026616938062653146, 0.01771383796950351, 0.633666597327857, -0.92, 0.16070172520986986, 0.5122717506017795, -0.92
0.0046758908468458, 1.0, 1.0, 1.0, 1.0, 0.00041876475016278114, 0.002300135840972265, 0.34213694413503015, 0.0, 0.0, 0.03385439570344256, -0.021651975438651654, -0.0993807366152382, 0.2950398229921722, -0.92, 0.13094890824548922, 0.24598588513477385, -0.92, -0.026620025198998698, 0.016491183310521434, 0.6336451651154319, -0.92, 0.15946887811920032, 0.5122407927821194, -0.92
0.005844863558557251, 1.0, 1.0, 1.0, 1.0, 0.0005234559377034764, 0.0028751698012153314, 0.34222060720125835, 0.0, 0.0, 0.03480276137396031, -0.02042789380625315, -0.09936115094556683, 0.2947450854941419, -0.92, 0.13057144331720064, 0.24630237062609706, -0.92, -0.02662311233534425, 0.01526852865153936, 0.6336237329030068, -0.92, 0.1582360310285308, 0.5122098349624593, -0.92
0.0070138362702687005, 1.0, 1.0, 1.0, 1.0, 0.0006281471252441717, 0.0034502037614583974, 0.3423042702674866, 0.0, 0.0, 0.03575112704447807, -0.019203812173854647, -0.09934156527589545, 0.29445034799611164, -0.92, 0.13019397838891206, 0.24661885611742027, -0.92, -0.026626199471689798, 0.014045873992557285, 0.6336023006905815, -0.92, 0.15700318393786125, 0.5121788771427991, -0.92
0.00818280898198015, 1.0, 1.0, 1.0, 1.0, 0.000732838312784867, 0.004025237721701463, 0.34238793333371487, 0.0, 0.0, 0.03669949271499583, -0.017979730541456143, -0.09932197960622408, 0.29415561049808137, -0.92, 0.12981651346062345, 0.24693534160874347, -0.92, -0.02662928660803535, 0.01282321933357521, 0.6335808684781564, -0.92, 0.15577033684719171, 0.5121479193231389, -0.92
0.0093517816936916, 1.0, 1.0, 1.0, 1.0, 0.0008375295003255623, 0.00460027168194453, 0.34247159639994307, 0.0, 0.0, 0.03764785838551358, -0.016755648909057643, -0.0993023939365527, 0.29386087300005115, -0.92, 0.12943904853233487, 0.24725182710006668, -0.92, -0.0266323737443809, 0.011600564674593134, 0.6335594362657313, -0.92, 0.15453748975652215, 0.5121169615034787, -0.92
0.010520754405403052, 1.0, 1.0, 1.0, 1.0, 0.0009422206878662576, 0.005175305642187596, 0.3425552594661713, 0.0, 0.0, 0.03859622405603133, -0.01553156727665914, -0.09928280826688132, 0.2935661355020209, -0.92, 0.1290615836040463, 0.2475683125913899, -0.92, -0.026635460880726453, 0.010377910015611058, 0.6335380040533061, -0.92, 0.1533046426658526, 0.5120860036838186, -0.92
0.011689727117114503, 1.0, 1.0, 1.0, 1.0, 0.0010469118754069529, 0.005750339602430663, 0.3426389225323996, 0.0, 0.0, 0.03954458972654909, -0.014307485644260638, -0.09926322259720995, 0.2932713980039906, -0.92, 0.1286841186757577, 0.2478847980827131, -0.92, -0.026638548017072005, 0.009155255356628983, 0.633516571840881, -0.92, 0.15207179557518305, 0.5120550458641584, -0.92
0.012858699828825954, 1.0, 1.0, 1.0, 1.0, 0.0011516030629476481, 0.006325373562673729, 0.3427225855986278, 0.0, 0.0, 0.04049295539706684, -0.013083404011862136, -0.09924363692753857, 0.29297666050596033, -0.92, 0.12830665374746913, 0.2482012835740363, -0.92, -0.026641635153417553, 0.007932600697646907, 0.6334951396284558, -0.92, 0.1508389484845135, 0.5120240880444982, -0.92
0.014027672540537403, 1.0, 1.0, 1.0, 1.0, 0.0012562942504883434, 0.006900407522916795, 0.34280624866485604, 0.0, 0.0, 0.041441321067584594, -0.011859322379463633, -0.0992240512578672, 0.29268192300793006, -0.92, 0.12792918881918053, 0.24851776906535952, -0.92, -0.026644722289763105, 0.006709946038664833, 0.6334737074160306, -0.92, 0.14960610139384395, 0.5119931302248381, -0.92
0.015196645252248852, 1.0, 1.0, 1.0, 1.0, 0.0013609854380290387, 0.00747544148315986, 0.3428899117310843, 0.0, 0.0, 0.04238968673810235, -0.010635240747065131, -0.09920446558819582, 0.29238718550989984, -0.92, 0.12755172389089195, 0.24883425455668273, -0.92, -0.026647809426108657, 0.0054872913796827575, 0.6334522752036054, -0.92, 0.14837325430317438, 0.5119621724051779, -0.92
0.016365617963960303, 1.0, 1.0, 1.0, 1.0, 0.001465676625569734, 0.008050475443402927, 0.3429735747973125, 0.0, 0.0, 0.043338052408620105, -0.00941115911466663, -0.09918487991852444, 0.29209244801186957, -0.92, 0.12717425896260337, 0.24915074004800594, -0.92, -0.02665089656245421, 0.004264636720700682, 0.6334308429911802, -0.92, 0.14714040721250485, 0.5119312145855177, -0.92
0.017534590675671754, 1.0, 1.0, 1.0, 1.0, 0.0015703678131104293, 0.008625509403645993, 0.3430572378635407, 0.0, 0.0, 0.04428641807913786, -0.008187077482268126, -0.09916529424885306, 0.2917977105138393, -0.92, 0.12679679403431476, 0.24946722553932915, -0.92, -0.02665398369879976, 0.0030419820617186063, 0.6334094107787551, -0.92, 0.1459075601218353, 0.5119002567658575, -0.92
0.018703563387383205, 1.0, 1.0, 1.0, 1.0, 0.0016750590006511246, 0.00920054336388906, 0.34314090092976895, 0.0, 0.0, 0.045234783749655616, -0.006962995849869622, -0.09914570857918169, 0.291502973015809, -0.92, 0.12641932910602618, 0.2497837110306524, -0.92, -0.026657070835145312, 0.0018193274027365307, 0.6333879785663299, -0.92, 0.14467471303116575, 0.5118692989461974, -0.92
0.019872536099094656, 1.0, 1.0, 1.0, 1.0, 0.0017797501881918198, 0.009775577324132126, 0.3432245639959972, 0.0, 0.0, 0.04618314942017337, -0.005738914217471119, -0.09912612290951031, 0.29120823551777875, -0.92, 0.1260418641777376, 0.25010019652197557, -0.92, -0.026660157971490864, 0.0005966727437544551, 0.6333665463539047, -0.92, 0.1434418659404962, 0.5118383411265373, -0.92
0.021041508810806107, 1.0, 1.0, 1.0, 1.0, 0.0018844413757325151, 0.010350611284375193, 0.3433082270622254, 0.0, 0.0, 0.04713151509069112, -0.004514832585072615, -0.09910653723983893, 0.2909134980197485, -0.92, 0.12566439924944903, 0.2504166820132988, -0.92, -0.026663245107836415, -0.0006259819152276205, 0.6333451141414795, -0.92, 0.14220901884982667, 0.511807383306877, -0.92
0.022210481522517558, 1.0, 1.0, 1.0, 1.0, 0.0019891325632732104, 0.010925645244618259, 0.3433918901284536, 0.0, 0.0, 0.04807988076120888, -0.0032907509526741135, -0.09908695157016756, 0.2906187605217182, -0.92, 0.12528693432116045, 0.25073316750462205, -0.92, -0.026666332244181967, -0.0018486365742096961, 0.6333236819290544, -0.92, 0.1409761717591571, 0.5117764254872168, -0.92
0.02337945423422901, 1.0, 1.0, 1.0, 1.0, 0.0020938237508139057, 0.011500679204861326, 0.34347555319468187, 0.0, 0.0, 0.04902824643172663, -0.0020666693202756117, -0.09906736590049618, 0.290324023023688, -0.92, 0.12490946939287186, 0.2510496529959452, -0.92, -0.02666941938052752, -0.0030712912331917717, 0.6333022497166292, -0.92, 0.13974332466848757, 0.5117454676675567, -0.92
0.024548426945940456, 1.0, 1.0, 1.0, 1.0, 0.002198514938354601, 0.01207571316510439, 0.3435592162609101, 0.0, 0.0, 0.04997661210224438, -0.00084258768787711, -0.0990477802308248, 0.2900292855256577, -0.92, 0.12453200446458326, 0.2513661384872684, -0.92, -0.02667250651687307, -0.004293945892173847, 0.633280817504204, -0.92, 0.13851047757781804, 0.5117145098478966, -0.92
0.025717399657651907, 1.0, 1.0, 1.0, 1.0, 0.0023032061258952963, 0.012650747125347457, 0.34364287932713833, 0.0, 0.0, 0.05092497777276214, 0.00038149394452139176, -0.09902819456115343, 0.28973454802762744, -0.92, 0.12415453953629468, 0.25168262397859165, -0.92, -0.02667559365321862, -0.005516600551155923, 0.6332593852917788, -0.92, 0.13727763048714847, 0.5116835520282363, -0.92
0.026886372369363358, 1.0, 1.0, 1.0, 1.0, 0.0024078973134359916, 0.013225781085590523, 0.3437265423933666, 0.0, 0.0, 0.051873343443279894, 0.0016055755769198952, -0.09900860889148205, 0.28943981052959716, -0.92, 0.1237770746080061, 0.2519991094699149, -0.92, -0.02667868078956417, -0.006739255210137997, 0.6332379530793537, -0.92, 0.1360447833964789, 0.5116525942085761, -0.92
0.02805534508107481, 1.0, 1.0, 1.0, 1.0, 0.002512588500976687, 0.01380081504583359, 0.34381020545959484, 0.0, 0.0, 0.052821709113797646, 0.0028296572093183987, -0.09898902322181068, 0.2891450730315669, -0.92, 0.12339960967971751, 0.25231559496123807, -0.92, -0.026681767925909722, -0.00796190986912007, 0.6332165208669285, -0.92, 0.13481193630580937, 0.511621636388916, -0.92
0.02922431779278626, 1.0, 1.0, 1.0, 1.0, 0.002617279688517382, 0.014375849006076656, 0.34389386852582304, 0.0, 0.0, 0.053770074784315405, 0.004053738841716902, -0.0989694375521393, 0.2888503355335367, -0.92, 0.12302214475142892, 0.25263208045256125, -0.92, -0.026684855062255274, -0.009184564528102148, 0.6331950886545034, -0.92, 0.13357908921513983, 0.5115906785692559, -0.92
0.03039329050449771, 1.0, 1.0, 1.0, 1.0, 0.0027219708760580774, 0.014950882966319723, 0.3439775315920513, 0.0, 0.0, 0.05471844045483316, 0.005277820474115406, -0.09894985188246792, 0.2885555980355064, -0.92, 0.12264467982314034, 0.2529485659438845, -0.92, -0.026687942198600826, -0.010407219187084225, 0.6331736564420782, -0.92, 0.13234624212447027, 0.5115597207495957, -0.92
0.03156226321620916, 1.0, 1.0, 1.0, 1.0, 0.0028266620635987727, 0.015525916926562789, 0.34406119465827956, 0.0, 0.0, 0.05566680612535091, 0.006501902106513906, -0.09893026621279655, 0.2882608605374761, -0.92, 0.12226721489485176, 0.2532650514352077, -0.92, -0.026691029334946374, -0.0116298738460663, 0.633152224229653, -0.92, 0.13111339503380073, 0.5115287629299354, -0.92
0.032731235927920606, 1.0, 1.0, 1.0, 1.0, 0.002931353251139468, 0.016100950886805854, 0.34414485772450776, 0.0, 0.0, 0.05661517179586867, 0.007725983738912406, -0.09891068054312517, 0.28796612303944585, -0.92, 0.12188974996656317, 0.2535815369265309, -0.92, -0.026694116471291926, -0.012852528505048373, 0.6331307920172279, -0.92, 0.1298805479431312, 0.5114978051102753, -0.92
0.03390020863963206, 1.0, 1.0, 1.0, 1.0, 0.0030360444386801633, 0.016675984847048922, 0.34422852079073596, 0.0, 0.0, 0.05756353746638642, 0.00895006537131091, -0.0988910948734538, 0.2876713855414156, -0.92, 0.12151228503827458, 0.2538980224178541, -0.92, -0.026697203607637478, -0.01407518316403045, 0.6331093598048028, -0.92, 0.12864770085246163, 0.5114668472906152, -0.92
0.0350691813513435, 1.0, 1.0, 1.0, 1.0, 0.0031407356262208586, 0.017251018807291987, 0.3443121838569642, 0.0, 0.0, 0.05851190313690417, 0.010174147003709413, -0.09887150920378242, 0.28737664804338536, -0.92, 0.121134820109986, 0.2542145079091773, -0.92, -0.02670029074398303, -0.015297837823012528, 0.6330879275923775, -0.92, 0.1274148537617921, 0.511435889470955, -0.92
0.036238154063054945, 1.0, 1.0, 1.0, 1.0, 0.003245426813761554, 0.01782605276753505, 0.3443958469231925, 0.0, 0.0, 0.05946026880742193, 0.011398228636107916, -0.09885192353411104, 0.2870819105453551, -0.92, 0.12075735518169742, 0.25453099340050056, -0.92, -0.02670337788032858, -0.0165204924819946, 0.6330664953799523, -0.92, 0.12618200667112256, 0.5114049316512947, -0.92
0.037407126774766396, 1.0, 1.0, 1.0, 1.0, 0.003350118001302249, 0.01840108672777812, 0.3444795099894207, 0.0, 0.0, 0.060408634477939684, 0.012622310268506421, -0.09883233786443966, 0.2867871730473248, -0.92, 0.12037989025340882, 0.25484747889182374, -0.92, -0.026706465016674133, -0.017743147140976676, 0.6330450631675272, -0.92, 0.124949159580453, 0.5113739738316346, -0.92
0.038732117903264446, 1.0, 1.0, 1.0, 1.0, 0.0034725062052410566, 0.019052179271266574, 0.34457531701950805, 0.0, 0.0, 0.061383157921639876, 0.01407826604465303, -0.09877098433251999, 0.2864512362761615, -0.92, 0.11990947513464392, 0.2552081888001623, -0.92, -0.026710029111017164, -0.01906505056478519, 0.6330534184635048, -0.92, 0.12362222782894872, 0.511309964706723, -0.92
0.0400571090317625, 1.0, 1.0, 1.0, 1.0, 0.003594894409179864, 0.019703271814755032, 0.3446711240495955, 0.0, 0.0, 0.06235768136534007, 0.015534221820799641, -0.09870963080060031, 0.28611529950499814, -0.92, 0.11943906001587903, 0.2555688987085008, -0.92, -0.026713593205360195, -0.020386953988593706, 0.6330617737594825, -0.92, 0.12229529607744445, 0.5112459555818112, -0.92
0.04138210016026056, 1.0, 1.0, 1.0, 1.0, 0.003717282613118671, 0.02035436435824349, 0.3447669310796829, 0.0, 0.0, 0.06333220480904025, 0.01699017759694625, -0.09864827726868064, 0.28577936273383486, -0.92, 0.11896864489711415, 0.25592960861683933, -0.92, -0.026717157299703226, -0.02170885741240222, 0.6330701290554601, -0.92, 0.12096836432594019, 0.5111819464568994, -0.92
0.04270709128875862, 1.0, 1.0, 1.0, 1.0, 0.0038396708170574784, 0.02100545690173195, 0.34486273810977036, 0.0, 0.0, 0.06430672825274045, 0.018446133373092862, -0.09858692373676096, 0.2854434259626715, -0.92, 0.11849822977834926, 0.2562903185251778, -0.92, -0.026720721394046257, -0.02303076083621074, 0.6330784843514378, -0.92, 0.11964143257443592, 0.5111179373319876, -0.92
0.044032082417256674, 1.0, 1.0, 1.0, 1.0, 0.003962059020996286, 0.021656549445220406, 0.3449585451398578, 0.0, 0.0, 0.06528125169644064, 0.019902089149239473, -0.09852557020484129, 0.2851074891915082, -0.92, 0.11802781465958437, 0.25665102843351634, -0.92, -0.026724285488389288, -0.02435266426001926, 0.6330868396474154, -0.92, 0.11831450082293166, 0.5110539282070758, -0.92
