time, contactflag_LF, contactflag_RF, contactflag_LH, contactflag_RH, base_positionInWorld_x, base_positionInWorld_y, base_positionInWorld_z, base_euler_x, base_euler_y, base_euler_z, jointAngle_LF_HAA, jointAngle_LF_HFE, jointAngle_LF_KFE, jointAngle_RF_HAA, jointAngle_RF_HFE, jointAngle_RF_KFE, jointAngle_pitch, jointAngle_yaw, jointAngle_LH_HAA, jointAngle_LH_HFE, jointAngle_LH_KFE, jointAngle_RH_HAA, jointAngle_RH_HFE, jointAngle_RH_KFE
0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.3288022918701172, 0.0, 0.0, 0.03006093302137154, -0.11962416743700728, 0.9528010599677098, -1.3150605557398272, 0.26712443320845386, 0.7654361081634276, -1.1409302486362252, 0.009461748833063496, 0.011095003530796366, -0.1560143881788389, 0.4794125330407741, -1.4246028734032767, 0.22021497101790427, 0.37663609532452097, -1.2670693321742474
0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.3288022918701172, 0.0, 0.0, 0.03006093302137154, -0.11962416743700728, 0.9528010599677098, -1.3150605557398272, 0.26712443320845386, 0.7654361081634276, -1.1409302486362252, 0.009461748833063496, 0.011095003530796366, -0.1560143881788389, 0.4794125330407741, -1.4246028734032767, 0.22021497101790427, 0.37663609532452097, -1.2670693321742474
0.0023379454234229, 1.0, 1.0, 1.0, 1.0, 0.00020938237508139057, 0.0011500679204861325, 0.3289696180025737, 0.0, 0.0, 0.03195766436240705, -0.12146450186244398, 0.9524325931664166, -1.314397097745937, 0.2653560992507125, 0.7659431117333048, -1.1419324878357417, 0.009466087063216054, 0.012661736945167628, -0.15684836181169337, 0.4787507704967912, -1.4236344611841067, 0.21935386049846906, 0.3775154873199765, -1.2683416671021062
0.0046758908468458, 1.0, 1.0, 1.0, 1.0, 0.00041876475016278114, 0.002300135840972265, 0.32913694413503014, 0.0, 0.0, 0.03385439570344256, -0.12330483628788068, 0.9520641263651233, -1.313733639752047, 0.2635877652929712, 0.766450115303182, -1.1429347270352581, 0.009470425293368613, 0.014228470359538892, -0.15768233544454785, 0.47808900795280834, -1.422666048964937, 0.21849274997903384, 0.378394879315432, -1.2696140020299649
0.0070138362702687005, 1.0, 1.0, 1.0, 1.0, 0.0006281471252441717, 0.0034502037614583974, 0.3293042702674866, 0.0, 0.0, 0.03575112704447807, -0.12514517071331738, 0.9516956595638301, -1.3130701817581567, 0.26181943133522984, 0.7669571188730592, -1.1439369662347747, 0.009474763523521171, 0.015795203773910152, -0.15851630907740233, 0.4774272454088255, -1.421697636745767, 0.21763163945959862, 0.37927427131088753, -1.2708863369578236
0.0093517816936916, 1.0, 1.0, 1.0, 1.0, 0.0008375295003255623, 0.00460027168194453, 0.32947159639994306, 0.0, 0.0, 0.03764785838551358, -0.12698550513875406, 0.9513271927625367, -1.3124067237642665, 0.26005109737748844, 0.7674641224429364, -1.1449392054342913, 0.00947910175367373, 0.017361937188281416, -0.1593502827102568, 0.4767654828648426, -1.420729224526597, 0.2167705289401634, 0.38015366330634304, -1.2721586718856823
0.011689727117114503, 1.0, 1.0, 1.0, 1.0, 0.0010469118754069529, 0.005750339602430663, 0.3296389225323995, 0.0, 0.0, 0.03954458972654909, -0.12882583956419075, 0.9509587259612435, -1.3117432657703765, 0.2582827634197471, 0.7679711260128136, -1.1459414446338076, 0.00948343998382629, 0.01892867060265268, -0.1601842563431113, 0.47610372032085974, -1.419760812307427, 0.2159094184207282, 0.38103305530179854, -1.273431006813541
0.014027672540537401, 1.0, 1.0, 1.0, 1.0, 0.0012562942504883434, 0.006900407522916795, 0.32980624866485597, 0.0, 0.0, 0.041441321067584594, -0.13066617398962746, 0.9505902591599502, -1.3110798077764863, 0.25651442946200576, 0.7684781295826908, -1.1469436838333242, 0.009487778213978847, 0.02049540401702394, -0.16101822997596577, 0.47544195777687687, -1.418792400088257, 0.21504830790129298, 0.38191244729725404, -1.2747033417413998
0.0163656179639603, 1.0, 1.0, 1.0, 1.0, 0.001465676625569734, 0.008050475443402927, 0.32997357479731243, 0.0, 0.0, 0.043338052408620105, -0.13250650841506414, 0.950221792358657, -1.310416349782596, 0.2547460955042644, 0.768985133152568, -1.1479459230328408, 0.009492116444131405, 0.022062137431395203, -0.16185220360882024, 0.474780195232894, -1.4178239878690873, 0.21418719738185776, 0.38279183929270955, -1.2759756766692585
0.0187035633873832, 1.0, 1.0, 1.0, 1.0, 0.0016750590006511246, 0.00920054336388906, 0.3301409009297689, 0.0, 0.0, 0.045234783749655616, -0.13434684284050086, 0.9498533255573638, -1.309752891788706, 0.25297776154652307, 0.7694921367224452, -1.1489481622323572, 0.009496454674283963, 0.023628870845766467, -0.16268617724167472, 0.4741184326889112, -1.4168555756499173, 0.21332608686242255, 0.38367123128816505, -1.2772480115971172
0.021041508810806103, 1.0, 1.0, 1.0, 1.0, 0.0018844413757325151, 0.010350611284375193, 0.3303082270622254, 0.0, 0.0, 0.04713151509069112, -0.13618717726593754, 0.9494848587560705, -1.3090894337948158, 0.25120942758878173, 0.7699991402923223, -1.1499504014318738, 0.009500792904436523, 0.025195604260137727, -0.16352015087452917, 0.4734566701449283, -1.4158871634307473, 0.21246497634298736, 0.3845506232836206, -1.2785203465249757
0.023379454234229005, 1.0, 1.0, 1.0, 1.0, 0.0020938237508139057, 0.011500679204861326, 0.33047555319468186, 0.0, 0.0, 0.04902824643172663, -0.13802751169137423, 0.9491163919547773, -1.3084259758009256, 0.24944109363104036, 0.7705061438621995, -1.1509526406313904, 0.009505131134589081, 0.026762337674508987, -0.16435412450738365, 0.47279490760094545, -1.4149187512115775, 0.21160386582355215, 0.3854300152790761, -1.2797926814528344
0.025717399657651904, 1.0, 1.0, 1.0, 1.0, 0.0023032061258952963, 0.012650747125347457, 0.3306428793271383, 0.0, 0.0, 0.05092497777276214, -0.13986784611681094, 0.9487479251534839, -1.3077625178070353, 0.247672759673299, 0.7710131474320767, -1.151954879830907, 0.00950946936474164, 0.028329071088880255, -0.16518809814023813, 0.4721331450569626, -1.4139503389924075, 0.21074275530411693, 0.3863094072745316, -1.2810650163806931
0.028055345081074805, 1.0, 1.0, 1.0, 1.0, 0.002512588500976687, 0.01380081504583359, 0.3308102054595948, 0.0, 0.0, 0.052821709113797646, -0.14170818054224762, 0.9483794583521907, -1.3070990598131453, 0.24590442571555765, 0.7715201510019539, -1.1529571190304233, 0.009513807594894199, 0.029895804503251515, -0.1660220717730926, 0.4714713825129797, -1.4129819267732375, 0.20988164478468171, 0.3871887992699871, -1.2823373513085519
0.030393290504497707, 1.0, 1.0, 1.0, 1.0, 0.0027219708760580774, 0.014950882966319723, 0.33097753159205123, 0.0, 0.0, 0.05471844045483316, -0.14354851496768434, 0.9480109915508974, -1.306435601819255, 0.2441360917578163, 0.7720271545718311, -1.15395935822994, 0.009518145825046757, 0.031462537917622775, -0.1668560454059471, 0.47080961996899684, -1.4120135145540675, 0.2090205342652465, 0.3880681912654426, -1.2836096862364106
0.032731235927920606, 1.0, 1.0, 1.0, 1.0, 0.002931353251139468, 0.016100950886805854, 0.3311448577245077, 0.0, 0.0, 0.05661517179586867, -0.14538884939312102, 0.9476425247496042, -1.3057721438253649, 0.24236775780007497, 0.7725341581417083, -1.1549615974294565, 0.009522484055199315, 0.03302927133199404, -0.16769001903880157, 0.47014785742501397, -1.4110451023348975, 0.20815942374581128, 0.3889475832608982, -1.2848820211642693
0.03506918135134351, 1.0, 1.0, 1.0, 1.0, 0.0031407356262208586, 0.017251018807291987, 0.33131218385696415, 0.0, 0.0, 0.05851190313690417, -0.14722918381855774, 0.9472740579483109, -1.3051086858314749, 0.2405994238423336, 0.7730411617115855, -1.1559638366289728, 0.009526822285351875, 0.0345960047463653, -0.16852399267165605, 0.4694860948810311, -1.4100766901157278, 0.20729831322637607, 0.3898269752563537, -1.286154356092128
0.03740712677476641, 1.0, 1.0, 1.0, 1.0, 0.003350118001302249, 0.01840108672777812, 0.3314795099894206, 0.0, 0.0, 0.060408634477939684, -0.14906951824399442, 0.9469055911470177, -1.3044452278375847, 0.23883108988459226, 0.7735481652814628, -1.1569660758284894, 0.009531160515504433, 0.03616273816073656, -0.16935796630451053, 0.46882433233704823, -1.4091082778965578, 0.20643720270694085, 0.3907063672518092, -1.2874266910199867
0.04005710903176251, 1.0, 1.0, 1.0, 1.0, 0.003594894409179864, 0.019703271814755032, 0.3316711240495955, 0.0, 0.0, 0.06235768136534007, -0.1510341708610537, 0.9465217647804947, -1.3037350924067361, 0.23696855782319345, 0.77412015217202, -1.1582806338273477, 0.009486703772799728, 0.038113945402880524, -0.17033633486176047, 0.4680919667364182, -1.4080287002957923, 0.2054313342294091, 0.39171069549919457, -1.2888892645607153
